age,sleep_duration,heart_rate,work_hours,screen_time,physical_activity,stress_level
30,5.9,97.0,8.9,7.0,23.0,2
26,4.1,88.0,11.2,7.1,55.0,0
30,4.3,90.0,6.7,4.7,31.0,1
48,5.0,88.0,6.9,7.7,45.0,1
58,5.1,83.0,8.6,6.1,69.0,0
28,5.1,90.0,11.1,5.6,46.0,1
21,7.3,53.0,4.4,0.0,40.0,0
51,5.7,83.0,10.0,3.9,25.0,2
55,6.2,69.0,7.1,2.5,33.0,1
21,7.8,96.0,7.5,6.8,12.0,2
55,5.4,80.0,14.5,5.7,46.0,1
36,6.1,82.0,7.9,3.4,0.0,2
23,7.0,64.0,10.8,6.1,54.0,0
51,3.6,94.0,10.7,2.7,50.0,1
35,3.0,90.0,5.0,3.4,37.0,1
30,7.0,89.0,3.0,4.1,24.0,1
58,7.2,72.0,11.0,6.6,35.0,1
40,9.6,73.0,5.2,8.3,-0.0,2
36,6.7,85.0,3.5,4.3,51.0,0
28,7.7,74.0,11.6,8.1,32.0,1
18,6.2,87.0,5.4,5.6,65.0,0
41,6.9,56.0,6.2,6.0,43.0,0
24,9.0,76.0,14.4,5.4,40.0,0
42,3.3,104.0,3.5,5.1,43.0,2
38,7.1,87.0,4.7,6.4,15.0,2
32,9.7,84.0,7.1,7.0,26.0,2
18,6.9,106.0,7.8,3.7,38.0,2
29,9.0,54.0,5.8,5.1,29.0,0
24,5.6,72.0,5.0,8.8,23.0,1
32,6.5,77.0,13.0,5.9,29.0,1
38,6.6,92.0,9.3,6.1,36.0,1
36,3.2,93.0,10.3,7.8,81.0,0
46,4.7,72.0,8.1,4.5,28.0,1
42,4.9,94.0,9.4,5.4,21.0,2
50,7.7,77.0,11.3,7.1,32.0,1
49,7.8,97.0,5.5,8.0,65.0,0
52,7.0,70.0,9.3,0.8,66.0,0
55,7.7,81.0,10.6,4.0,74.0,0
43,6.3,76.0,13.1,3.5,36.0,1
28,8.3,95.0,14.3,5.3,48.0,1
52,6.5,76.0,8.7,3.7,14.0,1
25,6.6,81.0,11.9,6.8,28.0,2
31,6.1,88.0,1.0,5.8,13.0,2
27,7.5,89.0,13.2,7.3,44.0,1
19,5.9,93.0,6.3,7.4,36.0,1
26,8.0,85.0,7.8,6.9,40.0,1
20,4.8,77.0,9.8,4.8,18.0,2
38,4.9,78.0,8.0,5.7,52.0,0
43,7.5,82.0,9.1,4.6,0.0,2
25,6.4,85.0,13.3,2.8,30.0,2
19,5.8,80.0,7.3,7.4,33.0,1
23,7.8,82.0,5.2,5.3,0.0,2
45,5.6,64.0,13.9,2.5,43.0,1
46,6.2,90.0,10.1,6.6,32.0,2
43,8.6,84.0,14.3,5.1,46.0,1
42,8.8,94.0,11.1,1.4,75.0,0
29,8.9,82.0,4.5,2.8,41.0,0
22,6.1,61.0,10.4,4.1,54.0,0
51,8.3,78.0,5.5,5.9,63.0,0
54,5.1,80.0,8.5,7.1,45.0,1
32,5.1,91.0,8.3,7.0,18.0,2
53,3.0,57.0,3.6,6.7,2.0,2
32,9.0,82.0,6.1,5.4,42.0,0
40,5.2,88.0,15.1,8.9,27.0,2
23,6.3,74.0,9.2,6.9,61.0,0
38,5.1,83.0,8.0,5.9,25.0,1
40,7.5,74.0,13.9,6.6,35.0,1
33,5.9,73.0,7.3,4.7,12.0,2
32,4.5,77.0,8.2,5.4,28.0,1
42,7.2,73.0,11.5,1.3,16.0,1
53,4.3,90.0,7.3,4.7,18.0,2
28,5.2,73.0,6.3,9.0,34.0,0
32,3.3,71.0,1.7,5.8,23.0,1
21,4.4,103.0,5.7,5.7,88.0,0
38,6.8,94.0,5.7,7.5,52.0,0
30,3.6,60.0,9.0,6.2,57.0,0
39,4.3,73.0,6.7,3.9,33.0,0
36,6.5,85.0,15.0,5.5,37.0,1
51,5.7,86.0,5.3,3.2,26.0,1
31,9.5,64.0,12.7,5.9,87.0,0
21,9.3,96.0,9.2,3.8,33.0,1
44,5.2,92.0,10.9,7.4,23.0,2
46,7.3,88.0,10.7,4.5,20.0,2
45,7.6,98.0,1.8,3.9,42.0,1
52,5.6,87.0,8.5,5.3,63.0,0
25,4.3,87.0,7.7,6.2,57.0,1
33,6.5,101.0,5.1,3.1,20.0,2
59,6.2,95.0,9.9,4.5,19.0,2
53,5.8,72.0,13.6,5.7,60.0,0
47,7.2,90.0,1.0,8.2,77.0,0
35,5.4,74.0,6.9,0.4,32.0,0
19,4.8,88.0,4.8,6.7,59.0,0
30,6.7,88.0,8.7,4.7,6.0,2
21,7.1,65.0,7.5,4.5,18.0,1
43,4.7,81.0,6.7,4.1,15.0,2
42,7.9,85.0,10.6,4.8,43.0,1
47,3.8,77.0,13.4,6.7,31.0,1
28,5.6,86.0,16.0,4.4,40.0,2
24,6.1,92.0,6.3,8.8,59.0,0
48,5.5,82.0,3.0,6.7,22.0,1
27,5.7,85.0,10.2,5.9,37.0,1
56,9.3,99.0,13.3,5.2,8.0,2
30,5.2,88.0,10.9,7.9,58.0,1
48,10.2,84.0,13.3,8.2,57.0,0
24,7.2,71.0,7.8,3.2,42.0,0
59,6.6,90.0,6.7,4.1,37.0,1
59,7.2,86.0,8.8,6.8,25.0,2
53,10.3,97.0,7.5,7.4,7.0,2
37,5.0,83.0,10.5,4.9,41.0,1
21,4.8,60.0,11.4,4.0,50.0,0
24,5.4,62.0,11.6,5.7,75.0,0
18,6.5,91.0,10.0,8.5,27.0,2
59,3.9,75.0,9.2,5.6,40.0,1
30,6.5,87.0,10.9,3.0,57.0,1
39,9.0,83.0,2.6,5.7,58.0,0
38,6.7,80.0,9.1,7.1,23.0,2
39,6.1,81.0,8.7,5.3,29.0,1
45,5.6,72.0,9.1,8.0,24.0,2
26,7.8,82.0,8.2,7.2,17.0,2
43,5.3,75.0,9.8,5.4,64.0,0
26,9.3,78.0,6.8,5.6,36.0,0
32,9.4,78.0,11.9,1.8,34.0,1
27,6.9,79.0,9.9,7.9,40.0,1
41,6.5,93.0,9.0,4.8,36.0,1
59,8.0,80.0,6.4,4.7,31.0,1
25,8.1,94.0,10.9,4.4,20.0,2
41,5.3,100.0,9.1,6.4,66.0,1
33,5.7,92.0,6.2,3.2,24.0,2
43,4.5,88.0,8.3,3.5,16.0,2
44,7.1,86.0,10.4,5.4,33.0,1
54,7.5,92.0,10.2,4.2,78.0,0
21,4.5,83.0,10.0,6.2,19.0,2
41,5.8,94.0,8.8,4.3,49.0,1
36,4.5,89.0,11.6,8.7,30.0,2
53,5.2,78.0,12.2,6.9,40.0,1
56,7.3,93.0,10.7,6.9,53.0,1
27,5.4,83.0,6.7,4.3,1.0,2
42,6.0,81.0,5.3,10.3,17.0,2
35,4.1,76.0,6.9,4.6,53.0,0
36,6.8,84.0,14.4,4.1,37.0,1
53,6.4,94.0,9.3,6.9,39.0,1
27,5.4,93.0,14.9,5.9,49.0,1
50,6.2,86.0,8.1,3.9,17.0,2
22,6.8,89.0,7.7,9.9,56.0,1
52,5.3,97.0,8.3,7.5,51.0,1
51,4.3,80.0,8.2,5.5,40.0,1
50,9.2,69.0,6.2,10.3,44.0,0
38,5.6,98.0,5.1,7.1,58.0,0
34,6.4,76.0,10.0,5.5,23.0,2
39,8.0,74.0,11.7,10.1,48.0,0
54,11.8,60.0,15.8,6.8,70.0,0
32,4.6,89.0,7.2,6.7,48.0,1
52,7.2,63.0,7.4,4.7,31.0,0
45,5.4,73.0,6.2,5.6,81.0,0
24,5.7,89.0,11.9,4.7,40.0,1
49,5.4,91.0,10.9,8.4,63.0,0
28,4.8,74.0,5.9,2.3,27.0,1
27,6.4,80.0,5.8,8.2,56.0,0
26,4.3,72.0,11.4,3.7,24.0,2
31,7.9,75.0,9.6,5.4,41.0,0
30,6.6,85.0,10.8,4.9,23.0,2
42,7.1,76.0,5.9,4.5,73.0,0
19,5.8,79.0,2.9,6.9,31.0,1
52,5.9,64.0,5.9,5.5,13.0,1
24,6.9,96.0,10.6,4.2,37.0,1
38,4.8,88.0,14.8,5.8,46.0,1
35,6.0,92.0,7.2,4.1,34.0,1
20,5.2,97.0,15.3,4.4,19.0,2
59,5.2,72.0,11.0,2.5,56.0,0
56,3.3,78.0,4.3,4.6,60.0,0
58,8.5,59.0,9.1,6.5,2.0,2
28,5.5,120.0,11.1,5.6,17.0,2
56,8.2,80.0,1.2,9.1,32.0,1
41,8.1,94.0,10.4,10.7,24.0,2
36,4.6,67.0,12.0,4.6,46.0,1
21,4.9,94.0,9.7,3.8,72.0,0
43,10.3,104.0,8.3,7.8,27.0,2
55,9.1,81.0,8.0,6.2,67.0,0
59,6.5,70.0,7.8,7.8,6.0,2
49,6.9,80.0,5.0,6.3,44.0,0
56,5.6,55.0,6.4,5.1,23.0,0
53,7.1,82.0,7.3,5.1,45.0,0
57,5.4,92.0,8.8,6.4,-0.0,2
54,3.5,82.0,6.8,5.1,9.0,2
50,4.5,79.0,5.9,7.9,45.0,1
53,6.5,88.0,10.8,2.9,22.0,2
20,4.8,89.0,9.6,7.9,29.0,2
26,6.4,62.0,6.9,1.8,72.0,0
25,4.9,83.0,10.0,5.8,38.0,1
50,5.3,111.0,7.1,4.8,53.0,1
23,7.8,66.0,8.7,2.5,20.0,1
58,6.9,81.0,11.4,1.4,8.0,2
56,6.5,105.0,6.7,3.3,33.0,2
21,7.8,95.0,5.0,5.6,5.0,2
30,7.2,76.0,8.1,4.3,21.0,1
19,8.7,84.0,4.4,3.4,40.0,0
22,5.8,82.0,7.7,8.2,33.0,1
44,5.9,73.0,7.7,3.0,42.0,0
49,4.5,81.0,1.1,6.9,47.0,0
38,5.9,79.0,10.1,3.7,11.0,2
25,7.9,83.0,8.0,3.3,16.0,2
55,8.4,73.0,12.0,4.3,0.0,2
25,7.9,67.0,9.1,6.7,28.0,1
20,3.8,82.0,10.7,2.8,50.0,1
20,8.1,103.0,12.1,6.1,65.0,1
39,3.7,83.0,8.1,3.6,39.0,1
23,7.8,78.0,8.5,3.9,62.0,0
19,5.9,91.0,3.8,6.3,43.0,1
40,7.6,80.0,12.2,9.8,37.0,1
19,4.5,104.0,8.1,3.7,23.0,2
55,8.3,82.0,5.5,6.9,0.0,2
34,4.3,90.0,10.7,4.9,59.0,1
52,5.5,73.0,2.0,4.6,34.0,0
51,5.0,88.0,7.2,7.6,63.0,0
40,3.9,85.0,11.2,3.8,16.0,2
47,6.6,81.0,7.2,3.2,84.0,0
25,9.2,76.0,6.3,6.4,30.0,1
39,10.5,74.0,7.3,8.7,21.0,2
53,6.6,85.0,2.5,7.0,31.0,1
22,8.2,90.0,10.6,2.7,38.0,1
30,6.8,80.0,8.1,4.3,34.0,1
46,7.2,85.0,7.7,7.5,25.0,2
48,6.0,82.0,7.7,8.7,0.0,2
33,6.8,83.0,8.5,6.0,19.0,2
59,7.3,80.0,10.5,4.3,56.0,0
47,5.6,82.0,8.3,8.8,17.0,2
33,6.4,114.0,4.4,5.4,1.0,2
29,6.4,86.0,10.2,4.3,14.0,2
34,7.7,90.0,10.0,4.0,33.0,1
33,4.9,87.0,9.1,3.1,20.0,2
29,6.4,79.0,11.7,11.2,29.0,1
25,9.4,98.0,8.6,8.3,19.0,2
37,8.2,79.0,11.8,4.2,55.0,0
20,8.5,95.0,12.7,9.0,45.0,1
33,6.5,78.0,10.2,6.6,79.0,0
47,7.0,70.0,6.3,6.4,27.0,1
40,8.0,86.0,8.1,4.1,29.0,1
45,8.8,69.0,12.2,4.5,59.0,0
57,3.6,88.0,4.0,5.4,43.0,1
22,4.5,68.0,7.3,1.6,16.0,2
37,8.5,78.0,7.5,4.5,46.0,0
57,6.1,65.0,5.9,5.5,43.0,0
18,5.5,116.0,11.1,8.1,0.0,2
47,4.6,62.0,9.6,4.3,22.0,1
38,5.7,82.0,6.4,7.1,39.0,1
37,4.4,96.0,10.3,1.4,64.0,0
23,9.6,94.0,8.0,7.8,49.0,0
39,6.5,92.0,5.8,3.7,24.0,2
35,6.4,78.0,6.4,5.8,21.0,1
25,7.4,98.0,9.8,6.3,51.0,1
56,7.9,93.0,11.3,5.9,0.0,2
49,7.9,85.0,7.0,5.3,19.0,1
50,8.1,85.0,10.1,3.0,63.0,0
33,5.6,78.0,13.2,3.7,41.0,1
29,6.1,71.0,4.7,7.5,20.0,1
55,7.7,97.0,9.6,4.3,11.0,2
51,5.7,98.0,11.0,5.3,52.0,1
31,6.5,71.0,8.2,2.5,37.0,0
53,7.1,80.0,12.2,7.2,31.0,1
50,7.7,80.0,15.1,2.9,42.0,1
40,3.8,82.0,9.5,7.3,38.0,1
19,7.6,83.0,7.8,3.4,37.0,1
58,6.1,93.0,11.4,7.5,9.0,2
38,7.6,73.0,11.0,5.5,14.0,2
19,7.7,72.0,1.0,4.4,50.0,0
44,8.9,97.0,8.5,8.7,46.0,1
26,8.5,76.0,7.3,5.4,43.0,1
18,8.5,67.0,9.7,4.8,23.0,1
28,8.7,76.0,7.9,7.3,50.0,0
20,6.9,78.0,8.2,2.5,28.0,1
40,6.5,101.0,5.9,0.4,61.0,0
43,7.8,93.0,10.7,7.8,20.0,2
21,7.6,96.0,13.5,3.8,24.0,2
35,6.0,92.0,6.0,7.2,32.0,1
23,7.1,93.0,4.3,5.6,52.0,0
52,6.4,74.0,8.6,3.2,34.0,1
39,5.2,80.0,8.4,6.7,36.0,1
32,8.4,70.0,12.0,4.7,27.0,1
39,6.6,79.0,4.8,3.3,40.0,1
54,9.6,90.0,6.9,3.4,34.0,1
59,4.1,84.0,2.1,2.0,19.0,1
29,5.7,98.0,12.6,6.3,38.0,2
59,6.5,68.0,9.3,3.6,38.0,0
55,8.2,88.0,7.1,5.4,82.0,0
35,7.1,67.0,4.5,5.1,23.0,1
52,7.0,83.0,4.8,3.6,18.0,2
47,4.8,91.0,9.7,2.5,41.0,1
41,4.8,79.0,5.2,10.6,15.0,2
59,7.0,89.0,8.8,5.4,14.0,2
47,4.5,70.0,14.6,9.1,6.0,2
31,5.7,62.0,7.5,7.8,20.0,1
23,7.3,89.0,5.6,4.9,20.0,2
20,5.0,103.0,9.6,5.9,9.0,2
33,8.9,70.0,4.8,5.8,30.0,0
24,8.3,97.0,13.7,9.2,0.0,2
31,4.1,83.0,12.7,7.2,45.0,1
26,5.1,66.0,8.0,3.9,24.0,1
32,3.1,68.0,5.8,6.2,27.0,1
38,5.3,82.0,7.2,7.1,47.0,0
52,7.6,77.0,7.6,3.1,42.0,0
19,5.9,66.0,9.7,6.5,22.0,1
44,7.2,62.0,11.6,8.2,44.0,0
19,4.2,72.0,5.4,3.8,66.0,0
52,7.7,84.0,11.5,4.1,15.0,2
35,5.7,82.0,10.4,7.8,50.0,1
31,6.5,76.0,7.0,4.8,13.0,2
37,6.4,84.0,5.2,3.5,59.0,0
35,4.6,94.0,8.8,7.3,21.0,2
27,4.8,87.0,5.3,6.7,20.0,2
42,8.0,81.0,11.6,5.7,58.0,0
19,7.1,93.0,5.1,7.7,49.0,0
42,8.1,70.0,10.1,7.9,21.0,1
50,7.0,79.0,8.3,5.3,38.0,0
53,6.7,80.0,6.8,9.4,21.0,1
48,3.9,67.0,8.2,8.7,3.0,2
31,6.1,77.0,11.7,1.5,39.0,1
18,6.5,57.0,4.9,3.4,28.0,0
33,9.4,105.0,7.3,1.0,16.0,2
20,7.5,71.0,6.2,4.9,61.0,0
52,8.8,101.0,8.4,3.1,17.0,2
58,7.4,82.0,6.4,3.9,38.0,1
23,5.4,89.0,3.2,7.7,57.0,0
42,6.7,76.0,5.3,2.0,30.0,1
30,6.9,84.0,13.4,5.8,20.0,2
51,5.1,90.0,9.2,5.7,41.0,1
25,5.9,90.0,9.1,5.3,44.0,1
38,6.2,91.0,7.7,5.8,53.0,0
51,8.9,78.0,8.3,1.0,72.0,0
21,3.4,76.0,7.2,3.9,26.0,1
42,8.3,63.0,10.1,8.6,39.0,0
32,5.1,88.0,8.8,3.1,10.0,2
21,4.4,95.0,5.0,8.8,48.0,1
29,8.3,101.0,9.3,2.7,39.0,1
49,7.6,86.0,1.1,2.4,31.0,1
49,8.4,73.0,9.7,3.6,23.0,1
45,7.7,62.0,4.3,7.8,28.0,0
30,9.6,95.0,8.2,4.4,40.0,1
48,7.3,60.0,4.9,6.2,16.0,1
31,6.3,78.0,8.5,5.6,29.0,1
37,7.0,79.0,10.2,5.4,35.0,1
35,8.4,81.0,13.0,8.0,4.0,2
46,5.3,82.0,3.9,7.0,14.0,2
23,5.5,84.0,11.4,3.2,22.0,2
49,6.0,53.0,8.9,4.9,66.0,0
46,3.3,82.0,7.1,9.0,18.0,2
19,6.7,55.0,10.8,6.1,34.0,0
40,3.7,91.0,7.8,2.5,14.0,2
36,6.6,75.0,10.7,2.6,19.0,2
48,7.8,56.0,5.5,7.3,6.0,1
22,5.8,72.0,6.6,6.9,48.0,0
36,9.0,75.0,11.3,3.7,8.0,2
51,4.3,96.0,13.0,7.0,53.0,1
27,8.3,84.0,8.4,8.7,44.0,1
42,7.5,86.0,1.0,8.4,33.0,1
19,3.9,96.0,7.9,8.7,54.0,1
28,10.6,81.0,8.6,6.6,97.0,0
48,6.4,91.0,7.8,5.1,45.0,1
32,5.2,90.0,9.5,4.7,13.0,2
26,4.4,67.0,7.1,5.5,65.0,0
40,6.2,100.0,11.0,3.7,39.0,1
36,6.3,65.0,5.0,4.8,77.0,0
26,6.7,93.0,12.2,8.1,25.0,2
52,6.1,64.0,13.2,2.3,61.0,0
38,7.4,89.0,5.8,2.4,35.0,1
26,5.9,104.0,5.8,7.2,88.0,0
45,3.6,79.0,9.7,4.8,29.0,1
24,6.3,79.0,4.9,1.6,95.0,0
33,3.0,89.0,7.0,5.4,44.0,1
33,7.0,78.0,11.8,5.1,52.0,0
50,5.0,104.0,10.7,4.6,69.0,0
21,6.7,84.0,14.4,6.9,19.0,2
21,8.5,78.0,9.0,2.8,54.0,0
56,5.1,76.0,6.7,5.5,29.0,1
57,8.1,71.0,8.7,5.1,38.0,0
34,5.8,74.0,8.0,5.6,37.0,1
54,9.1,78.0,8.1,2.0,46.0,0
56,6.0,76.0,8.4,4.5,46.0,0
46,5.2,74.0,5.7,5.5,23.0,2
53,7.5,107.0,9.3,6.6,37.0,2
55,5.8,70.0,4.3,9.2,0.0,2
56,5.2,84.0,6.3,7.1,55.0,0
54,5.8,89.0,8.1,6.4,69.0,0
52,6.4,90.0,1.7,8.0,39.0,1
24,8.5,81.0,10.8,4.9,3.0,2
44,3.6,79.0,2.3,8.6,50.0,0
45,6.5,87.0,10.5,7.7,20.0,2
39,7.4,85.0,4.6,4.6,39.0,0
31,6.8,79.0,7.3,9.3,49.0,0
24,8.5,63.0,10.1,6.4,46.0,0
54,6.4,76.0,15.1,9.9,57.0,0
39,6.2,68.0,8.8,6.1,38.0,0
22,7.4,74.0,2.6,4.4,38.0,0
19,6.6,82.0,11.4,4.0,50.0,1
44,5.9,86.0,7.8,4.8,34.0,1
38,7.3,103.0,8.7,4.4,21.0,2
55,5.5,76.0,10.2,8.0,44.0,1
32,5.6,91.0,1.8,5.4,12.0,2
38,5.7,86.0,8.5,2.3,33.0,1
27,8.5,98.0,7.3,5.9,7.0,2
40,3.0,89.0,12.2,5.8,24.0,2
56,7.1,70.0,10.7,4.6,25.0,1
22,6.6,61.0,3.6,6.0,15.0,1
18,4.0,86.0,12.3,5.4,57.0,0
30,7.0,76.0,9.8,6.8,55.0,0
38,7.2,70.0,3.9,6.6,61.0,0
43,7.4,67.0,8.7,6.2,31.0,1
38,3.0,84.0,11.6,2.9,26.0,2
35,8.5,100.0,4.9,9.7,51.0,1
54,5.4,77.0,12.6,2.4,38.0,1
49,7.5,89.0,4.0,5.2,37.0,1
53,7.6,81.0,6.1,3.3,0.0,2
34,5.2,67.0,5.7,6.3,50.0,0
52,7.5,91.0,12.6,5.8,47.0,1
28,5.9,69.0,7.0,5.2,35.0,0
38,3.4,82.0,5.0,8.5,51.0,0
43,8.3,78.0,9.8,7.7,47.0,0
21,5.3,93.0,10.5,4.8,21.0,2
51,5.2,69.0,10.5,7.1,31.0,1
35,5.9,87.0,7.7,8.6,15.0,2
57,6.9,72.0,9.3,7.7,64.0,0
52,6.4,76.0,6.5,5.2,55.0,0
58,7.3,50.0,13.5,2.3,19.0,0
46,4.5,107.0,11.9,6.1,47.0,2
46,5.4,89.0,11.7,6.8,41.0,1
55,6.3,73.0,10.9,4.0,21.0,2
59,9.3,69.0,10.1,5.5,37.0,0
38,6.3,76.0,4.8,5.3,52.0,0
59,8.1,91.0,10.4,8.3,54.0,0
30,6.6,59.0,8.8,9.2,82.0,0
58,5.8,80.0,12.3,7.9,37.0,1
34,6.1,103.0,10.9,5.3,30.0,2
26,6.2,68.0,10.2,7.8,46.0,0
58,7.4,83.0,3.4,6.8,31.0,1
18,8.6,108.0,8.2,5.4,23.0,2
19,7.0,90.0,6.8,9.7,16.0,2
46,8.3,84.0,9.3,4.0,0.0,2
50,5.1,88.0,7.3,6.7,50.0,1
27,5.9,77.0,7.7,7.2,2.0,2
57,5.4,98.0,9.9,4.9,17.0,2
38,7.0,77.0,7.2,6.6,41.0,1
45,6.0,58.0,8.9,7.4,29.0,0
28,7.6,77.0,3.9,6.0,78.0,0
51,5.1,70.0,6.0,6.4,5.0,2
25,6.6,79.0,10.5,5.7,80.0,0
39,7.5,79.0,4.8,7.1,63.0,0
25,3.4,96.0,12.2,5.0,53.0,1
32,9.7,90.0,11.4,4.9,64.0,0
34,6.1,85.0,7.7,5.5,43.0,1
40,3.5,82.0,16.0,7.9,1.0,2
41,6.7,69.0,12.2,2.0,45.0,0
36,6.6,56.0,5.7,3.7,5.0,1
22,6.4,83.0,10.7,10.1,24.0,2
49,8.0,92.0,8.7,6.1,33.0,2
18,7.6,81.0,6.2,4.7,17.0,1
40,6.9,76.0,5.3,7.1,54.0,0
54,7.2,88.0,11.5,3.9,31.0,1
25,6.3,81.0,6.7,1.3,43.0,1
30,9.2,102.0,8.2,6.2,35.0,2
25,4.3,97.0,5.7,4.0,38.0,1
40,6.7,94.0,6.3,5.7,17.0,2
18,6.6,91.0,8.1,6.2,12.0,2
41,7.7,67.0,9.7,5.8,32.0,0
52,5.2,90.0,1.0,2.1,16.0,2
41,3.9,87.0,8.6,5.6,63.0,0
34,6.7,89.0,6.3,6.4,7.0,2
22,6.9,88.0,12.7,2.7,82.0,0
37,8.7,87.0,16.0,2.5,41.0,1
38,4.6,114.0,7.4,3.4,36.0,2
57,8.2,81.0,3.3,7.0,24.0,1
48,10.1,93.0,8.9,1.5,48.0,1
53,5.9,76.0,7.9,7.2,31.0,1
28,4.6,91.0,14.4,6.3,41.0,1
32,5.9,93.0,13.5,5.0,52.0,2
36,6.5,86.0,11.1,2.5,48.0,1
24,7.3,102.0,6.7,3.9,60.0,0
45,5.6,71.0,10.5,7.1,46.0,0
22,8.8,76.0,9.3,8.0,16.0,2
22,4.8,85.0,9.2,3.4,0.0,2
47,3.9,93.0,3.8,7.8,39.0,1
49,8.2,84.0,11.7,6.9,40.0,0
25,3.1,97.0,8.8,5.5,74.0,0
27,6.2,74.0,8.2,4.0,33.0,1
55,11.2,68.0,6.7,4.3,42.0,0
49,6.5,86.0,6.1,9.1,51.0,0
45,4.8,81.0,9.5,5.9,45.0,1
34,6.4,89.0,3.3,8.2,52.0,0
48,6.4,82.0,10.9,6.0,19.0,2
25,6.7,78.0,5.3,4.6,15.0,1
57,7.5,81.0,2.3,6.7,29.0,1
42,4.9,82.0,14.0,9.8,0.0,2
26,9.0,78.0,5.9,4.2,34.0,1
19,6.9,80.0,6.3,7.3,22.0,1
32,7.6,77.0,11.9,5.9,41.0,1
20,5.6,92.0,14.1,2.6,30.0,2
53,8.4,84.0,3.9,2.6,15.0,1
21,6.1,109.0,5.6,4.6,61.0,1
31,6.9,84.0,5.9,6.2,37.0,1
58,5.1,75.0,11.3,7.3,52.0,0
58,5.0,114.0,13.4,2.4,39.0,2
42,7.5,87.0,5.3,6.8,44.0,1
27,5.8,94.0,12.7,5.3,8.0,2
38,5.2,89.0,6.4,5.5,61.0,0
53,5.5,89.0,9.5,6.7,53.0,1
29,7.5,88.0,4.7,9.0,35.0,1
44,5.6,69.0,8.1,6.1,41.0,0
57,6.3,86.0,8.2,2.8,55.0,0
19,6.5,66.0,7.6,5.1,28.0,0
30,3.6,80.0,9.7,7.2,3.0,2
49,4.3,73.0,5.5,7.3,28.0,1
48,7.0,86.0,5.8,6.8,38.0,1
33,5.4,86.0,9.8,4.5,34.0,1
49,8.1,88.0,12.5,2.8,61.0,0
49,8.0,85.0,8.4,6.7,16.0,2
51,7.6,75.0,10.0,3.1,18.0,2
28,9.2,79.0,10.8,6.9,14.0,2
27,6.4,93.0,11.0,6.9,44.0,1
32,7.5,95.0,5.6,4.6,4.0,2
34,5.6,68.0,6.2,5.3,50.0,0
57,10.2,64.0,6.4,5.9,16.0,1
35,9.5,73.0,14.3,4.3,20.0,1
26,6.5,95.0,10.0,2.7,70.0,0
42,7.1,97.0,9.9,5.4,60.0,0
57,8.5,71.0,9.6,5.6,37.0,1
31,6.3,86.0,4.5,8.2,9.0,2
42,5.5,104.0,14.3,3.9,75.0,0
39,7.8,87.0,9.9,7.6,31.0,1
47,6.6,99.0,10.7,3.2,40.0,1
37,6.8,94.0,3.2,2.8,53.0,0
38,5.2,71.0,10.8,4.9,0.0,2
49,3.9,80.0,7.4,3.6,22.0,2
38,6.9,82.0,4.5,2.8,34.0,1
52,7.9,83.0,5.6,9.4,38.0,1
49,6.2,93.0,4.7,4.6,9.0,2
47,8.7,87.0,4.7,10.1,42.0,0
56,5.4,50.0,8.7,3.5,36.0,0
29,4.9,66.0,7.3,2.1,68.0,0
58,6.4,56.0,9.5,8.1,55.0,0
35,6.4,84.0,13.5,4.0,30.0,1
38,7.7,85.0,8.1,5.8,31.0,1
30,5.3,85.0,1.8,2.8,55.0,0
38,8.6,70.0,7.8,5.4,41.0,0
25,9.5,90.0,12.1,2.8,8.0,2
57,6.4,91.0,8.2,5.4,77.0,0
24,8.4,67.0,13.1,4.6,15.0,2
40,4.9,64.0,9.9,6.0,85.0,0
49,8.1,82.0,3.0,6.8,44.0,0
28,8.1,104.0,8.8,6.0,22.0,2
39,7.8,102.0,9.4,6.4,0.0,2
39,6.5,89.0,11.7,5.3,51.0,1
42,3.0,73.0,14.0,4.6,4.0,2
39,5.5,93.0,11.2,6.4,42.0,1
45,5.6,77.0,9.8,5.3,74.0,0
46,5.0,73.0,10.5,5.4,12.0,2
30,6.7,56.0,8.0,6.3,50.0,0
35,5.9,83.0,4.1,3.4,19.0,2
19,5.3,74.0,8.6,8.4,58.0,0
46,4.9,83.0,9.6,5.0,36.0,0
38,5.4,54.0,4.9,5.7,35.0,0
32,8.2,84.0,12.5,5.4,59.0,0
44,5.5,53.0,11.5,6.8,48.0,0
48,5.7,95.0,4.4,6.2,19.0,2
32,5.8,88.0,12.6,5.4,71.0,0
40,7.0,79.0,7.6,8.4,4.0,2
41,7.2,89.0,6.2,0.0,41.0,1
30,3.0,70.0,11.7,8.0,19.0,2
39,8.0,83.0,8.3,7.3,5.0,2
54,8.7,92.0,14.2,1.8,12.0,2
50,4.9,50.0,5.9,7.4,34.0,0
20,5.0,77.0,3.3,7.6,42.0,0
36,5.8,82.0,7.7,6.6,56.0,0
40,5.4,80.0,10.9,2.4,65.0,0
46,6.8,99.0,5.7,6.9,41.0,1
47,3.6,69.0,4.5,7.5,26.0,1
56,4.8,75.0,9.2,4.4,56.0,0
42,8.8,59.0,4.1,6.4,23.0,1
54,5.1,100.0,9.4,4.8,3.0,2
25,8.4,79.0,7.5,7.3,54.0,0
59,7.0,77.0,10.0,4.9,61.0,0
33,3.8,81.0,4.3,4.3,19.0,2
25,7.5,90.0,12.4,5.4,74.0,0
18,6.3,86.0,8.0,2.8,47.0,0
